insertion,TEIcoord,sample,zygoticity,orientaion_TEI,orientation_gene,consistency,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80
NC_003074.8:11695989..11695995,NC_003074.8:11695988..11695995,SQK-NBD114-96_barcode01,homo,minus,plus,no,66.66666666666667,78.26375,0.0,40.47571428571428,70.23857142857143,45.8325,66.67,77.08500000000001,44.04571428571428,0.0,0.0,60.41666666666666,0.0,0.0,57.24428571428571,8.333333333333334,84.16749999999999,33.33,51.6675,0.0,29.515,0.0,9.522857142857143,92.855,41.6675,93.75,0.0,48.80799999999999,0.0,15.276666666666666,0.0,0.0,22.22,25.46333333333333,0.0,0.0,38.88666666666666,39.5825,87.5,26.785,2.3816666666666664,0.0,0.0,30.0,0.0,2.7783333333333338,14.332999999999998,37.8575,0.0,0.0,0.0,38.095,0.0,0.0,57.145,5.0,0.0,86.19,36.665,45.8325,0.0,0.0,0.0,0.0,0.0,0.0,27.6275,0.0,79.465,68.57,73.265,100.0,85.41499999999999,90.04666666666667,90.59571428571428,94.21333333333332,69.05000000000001,90.625,79.375,82.38
NC_003074.8:19557287..19557291,NC_003074.8:19557286..19557311,SQK-NBD114-96_barcode01,homo,minus,,,55.55666666666667,75.0,58.333333333333336,35.417500000000004,83.33500000000001,75.00166666666667,0.0,75.0025,60.00200000000001,0.0,35.417500000000004,20.8325,0.0,41.6675,39.04857142857144,58.333333333333336,0.0,29.165,41.665,0.0,0.0,41.66666666666666,55.0,0.0,54.165,0.0,0.0,0.0,30.20875,0.0,0.0,0.0,61.10999999999999,90.0,8.3325,83.33500000000001,88.334,96.66666666666669,0.0,87.5,33.33,0.0,25.0,38.89000000000001,19.445,0.0,100.0,100.0,54.165,26.6675,50.0,1.13625,0.0,70.83500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003075.7:301834..301839,NC_003075.7:301833..301849,SQK-NBD114-96_barcode01,homo,minus,minus,yes,0.0,0.0,1.1908333333333332,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,3.5725,5.185,0.0,0.0,0.0,2.0454545454545454,0.0,0.0,0.0,5.555,3.5725,0.0,0.0,1.587142857142857,5.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111
NC_003075.7:8453380..8453384,NC_003075.7:8453379..8453384,SQK-NBD114-96_barcode01,homo,minus,minus,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222,0.0,0.0,0.0,0.0,8.3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,2.143333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2616666666666667,0.0,0.0,0.0,0.0,2.5,2.7777777777777777,3.571428571428572,0.0,0.0,0.0,0.0
NC_003075.7:10188602..10188606,NC_003075.7:10188597..10188606,SQK-NBD114-96_barcode01,homo,plus,minus,no,0.0,0.0,69.7925,0.0,73.75800000000001,96.66666666666669,0.0,0.0,0.0,18.358,37.22,54.39333333333333,0.0,0.0,0.0,78.195,0.0,0.0,29.398333333333337,0.0,37.08375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.91624999999999,20.0,94.445,85.9375,50.0,74.91999999999999,85.71428571428571,93.75,0.0,28.372857142857143,27.0825,29.166666666666668,100.0,100.0,0.0,77.77777777777777,100.0,0.0,0.0,0.0,0.0,4.28625,0.0,0.0,0.0
NC_003075.7:16380335..16380341,NC_003075.7:16380333..16380341,SQK-NBD114-96_barcode01,homo,plus,minus,no,0.0,0.0,0.0,0.0,0.0,90.0,69.285,51.43,0.0,21.845,0.0,0.0,0.0,0.0,0.0,42.41769230769231,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5877777777777775,0.0,3.3340000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,1.78625,0.0,2.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041428571428572,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003076.8:2404495..2404502,NC_003076.8:2404494..2404502,SQK-NBD114-96_barcode01,homo,minus,,,0.0,79.94666666666666,84.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6025,0.0,41.30357142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5079999999999998,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545,25.23857142857143,33.333333333333336,28.89,56.66666666666666,0.0,4.0,0.0,0.44625,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.665,3.5725,0.0,0.0,0.0,0.0,0.0,0.0,63.4225,0.0,0.0,0.0,0.0,15.555833333333334,40.3575,33.004000000000005,2.5,16.25,28.21375,66.88272727272728,0.0
NC_003076.8:6412551..6412557,NC_003076.8:6412549..6412557,SQK-NBD114-96_barcode01,homo,minus,minus,yes,0.0,66.67,100.0,0.0,6.666,41.66625,33.332857142857144,0.0,0.0,0.0,0.0,41.6675,57.142857142857146,100.0,50.0,66.67,37.5,66.6675,33.33,87.5,15.0,42.70875,55.55555555555556,75.0,12.22222222222222,33.333333333333336,9.090909090909092,11.111666666666666,0.0,13.52,69.44333333333333,0.0,0.0,55.55666666666667,0.0,75.0,0.8925,0.0,85.4175,38.06285714285714,0.0,1.38875,0.0,0.0,0.0,0.0,42.5,23.80857142857143,22.5,13.778,0.0,37.5,47.22166666666666,30.555,91.665,91.665,28.571818181818177,90.0,0.0,0.0,41.6675,0.0,29.445000000000004,13.636363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.778333333333336,75.0,0.0,0.0,95.8325,26.19,40.0,0.0
NC_003076.8:15372467..15372472,NC_003076.8:15372466..15372472,SQK-NBD114-96_barcode01,hetero,minus,plus,no,0.0,11.11,40.0,50.001250000000006,0.0,0.0,0.0,0.0,100.0,46.668,14.285714285714286,33.335,0.0,41.6675,33.333333333333336,0.0,40.0,60.00200000000001,72.9175,66.66499999999999,0.0,100.0,0.0,25.0,33.335,0.0,32.14142857142856,29.165,0.0,0.0,66.66666666666667,17.856666666666666,0.0,46.43,0.0,25.0,28.833,40.4175,62.08500000000001,3.335,0.0,0.0,0.0,1.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
NC_003076.8:17264719..17264724,NC_003076.8:17264718..17264724,SQK-NBD114-96_barcode01,hetero,minus,minus,yes,0.0,0.0,11.11,6.060909090909092,0.0,66.67,0.0,33.33,37.03666666666667,73.86500000000001,86.66499999999999,73.33500000000001,65.0,89.52285714285715,80.53857142857143,0.0,70.0,90.4375,41.66499999999999,0.0,33.33,0.0,14.14,22.223333333333333,0.0,0.0,7.5,0.0,0.0,33.333333333333336,0.0,20.83375,22.223333333333333,0.0,0.0,9.524285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.095,8.127142857142857,10.605833333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7783333333333338,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,1.6675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.46571428571429,0.0,0.0,0.0
NC_003076.8:18809938..18809943,NC_003076.8:18809935..18809943,SQK-NBD114-96_barcode01,hetero,plus,minus,no,0.0,0.0,2.3816666666666664,0.0,0.0,4.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93999999999998,0.0,0.0,95.835,0.0,96.4275,100.0,0.0,0.0,0.0,56.945,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.363333333333337,1.587142857142857,0.0,3.333333333333333,1.8522222222222224,0.0,28.635,45.0,50.8325,0.0,0.0,0.0,0.0,0.0,0.0,1.0985714285714283,18.095714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.185,22.38142857142857,11.428,0.0,0.0
NC_003076.8:22771918..22771924,NC_003076.8:22771917..22771924,SQK-NBD114-96_barcode01,homo,minus,minus,yes,100.0,33.333333333333336,0.0,0.0,20.0,0.0,85.11749999999999,33.333333333333336,60.0,0.0,0.0,43.75,33.93,80.86090909090909,25.926666666666662,50.0,0.0,77.77777777777777,0.0,50.0,0.0,100.0,35.416666666666664,100.0,66.66666666666667,0.0,100.0,50.0,66.67,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55666666666667,88.89,83.33333333333333,43.75,0.0,75.0,71.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1755555555555555,0.0
NC_003076.8:24673227..24673231,NC_003076.8:24673226..24673236,SQK-NBD114-96_barcode01,hetero,minus,minus,yes,1.2344444444444445,0.0,0.0,0.0,0.0,0.0,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.27833333333334,0.0,0.0,0.0,0.0,89.7325,91.50857142857144,0.0,0.0,0.0,0.0,0.0,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.555,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0416666666666667,58.484,0.0,13.334,27.5,0.0,0.0,0.0,0.0,77.78,0.0,88.89,75.0,0.0,54.16666666666666,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
