TEI,TEIcoord,sample,zygoticity,orientaion_TEI,orientation_gene,consistency,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100
NC_003074.8:11695989..11695995,NC_003074.8:11695988..11695995,SQK-NBD114-96_barcode01,homo,minus,plus,no,9.72222222222222,8.333157894736841,1.6666666666666667,5.0,10.294117647058824,4.6875,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.9605882352941173,6.25,2.563846153846154,2.563846153846154,0.0,7.221999999999999,11.363636363636363,2.083333333333333,5.0,0.0,0.0,0.0,5.0,1.9230769230769231,0.0,0.0,0.0,0.0,3.703333333333333,0.0,5.0,0.0,5.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,1.1113333333333335,0.0,0.0,0.0,2.7783333333333338,2.7777777777777777,2.083333333333333,0.0,8.571428571428571,3.076923076923077,3.8886666666666665,1.587142857142857,5.0,4.166666666666667,8.870967741935484,28.432352941176475,12.70103448275862,8.529411764705882,20.76923076923077,41.25,42.00066666666667,22.499375,16.944444444444443,15.332999999999998,15.608888888888888,10.69142857142857,26.126666666666665,39.44444444444444,14.642857142857142,15.513076923076923,28.333809523809524,29.073888888888884,11.75,13.798636363636364,15.10375
NC_003074.8:19557287..19557291,NC_003074.8:19557286..19557311,SQK-NBD114-96_barcode01,homo,minus,,,24.530625,15.8288,6.3888461538461545,13.460689655172414,15.1208,35.65642857142858,30.317777777777778,34.79,24.33869565217391,24.333076923076927,29.522142857142857,19.78967741935484,24.558888888888887,25.73857142857143,25.07379310344828,17.06222222222222,21.8184375,36.30962962962963,24.1946875,21.922187500000003,38.84999999999999,20.20875,23.78916666666667,24.740344827586203,40.73769230769232,10.19909090909091,17.275769230769228,22.37037037037037,10.044137931034484,19.623636363636365,15.320344827586208,12.436666666666667,9.463448275862069,15.011739130434782,25.87464285714285,30.234285714285715,23.868928571428576,33.94107142857143,34.75333333333334,21.01225806451613,15.987812499999997,19.04,6.798333333333333,4.881500000000001,7.036,10.762,15.390000000000002,5.7648484848484856,16.596363636363638,4.1075,20.688846153846157,6.19,21.819090909090907,15.770833333333334,9.160606060606058,11.0192,14.20107142857143,11.68913043478261,2.623333333333333,3.62,14.537407407407407,10.010000000000002,16.185625,9.682666666666666,12.393,7.0216666666666665,10.599655172413794,9.982413793103447,16.728000000000005,11.763478260869563,6.119999999999999,12.348846153846154,12.754,17.575517241379313,17.34291666666667,20.258823529411767,12.900303030303032,12.445,21.25586206896552,12.161923076923078,15.62685714285714,14.285714285714286,7.561818181818181,15.729583333333332,14.490000000000002,24.49090909090909,25.059285714285718,24.92473684210526,22.6605,18.576153846153847,20.455,10.986551724137932,19.958800000000004,20.427777777777777,22.394166666666667,18.04848484848485,20.355238095238093,21.766774193548382,22.186785714285715,7.403181818181818
NC_003075.7:301834..301839,NC_003075.7:301833..301849,SQK-NBD114-96_barcode01,homo,minus,minus,yes,33.29692307692308,41.619,36.05058823529412,47.46727272727273,51.626666666666665,25.763,32.57636363636364,37.69153846153846,12.58,1.1908333333333332,12.5,7.62,23.33375,23.334,33.166,14.258888888888889,25.85,16.45090909090909,37.5,15.909999999999998,20.0,45.8325,11.110833333333332,8.333333333333334,7.549411764705883,20.43583333333333,17.698888888888888,16.111666666666668,5.20875,6.633571428571429,14.633846153846154,26.785555555555558,11.835294117647058,34.0,42.65285714285714,18.455,9.0,17.67875,7.654285714285714,3.3340000000000005,7.142857142857143,28.57,12.834,11.111666666666666,2.7783333333333338,20.881,20.30272727272727,7.576363636363637,17.083750000000002,48.215,20.662222222222223,30.272857142857134,34.63,16.07125,4.762857142857143,30.55666666666667,14.001,47.0,18.679090909090903,10.424444444444443,0.0,8.730666666666668,27.512,5.0,11.66714285714286,23.181818181818183,9.0,0.0,12.5,19.1675,23.333,34.86166666666667,9.166666666666666,2.7777777777777777,16.905,16.666666666666668,6.819090909090909,18.334,34.913636363636364,26.818181818181817,17.563846153846153,34.58375,17.948461538461537,37.29125,27.5,16.905333333333335,23.397333333333336,19.22090909090909,22.285,33.65133333333333,22.183333333333334,39.548,42.62714285714286,32.790000000000006,34.48,33.046,33.181538461538466,31.118333333333336,35.744166666666665,27.86444444444444
NC_003075.7:8453380..8453384,NC_003075.7:8453379..8453384,SQK-NBD114-96_barcode01,homo,minus,minus,yes,80.0,84.28571428571429,75.60636363636364,71.875,75.0,54.63,62.500000000000014,50.0,12.5,50.0,53.57142857142857,77.78000000000002,30.0,0.0,23.80857142857143,40.0,66.6675,66.67,66.66833333333334,73.334,83.33500000000001,22.618571428571425,83.33500000000001,18.334,44.445,66.67,20.8325,0.0,16.666666666666668,13.194166666666666,13.887499999999998,18.181818181818183,29.165,50.0,66.67,13.095714285714283,13.332666666666665,27.7775,12.499,2.563846153846154,21.875,14.814444444444442,5.555555555555555,28.571428571428573,50.0,30.30181818181818,4.761428571428572,22.22,66.66499999999999,15.195882352941176,15.277499999999998,22.618571428571425,6.666,9.614615384615384,28.704444444444448,64.5825,43.055,21.078823529411768,15.908181818181818,31.818181818181817,13.787727272727272,25.778,28.235294117647054,26.666666666666668,16.665999999999997,11.403684210526317,33.666,36.92230769230769,19.979565217391304,38.04526315789474,26.245454545454542,23.839375,22.464347826086957,12.718947368421052,10.984545454545453,35.936875,47.900000000000006,43.50636363636364,21.826,33.0,40.987142857142864,36.21083333333333,42.73714285714285,32.17526315789473,27.797142857142852,50.99470588235293,40.47642857142858,20.168823529411767,47.07909090909091,56.786,72.87117647058824,70.09823529411766,84.18058823529411,70.834,63.69,66.66785714285713,44.64333333333334,0.0,19.642857142857142,0.0
NC_003075.7:10188602..10188606,NC_003075.7:10188597..10188606,SQK-NBD114-96_barcode01,homo,plus,minus,no,18.045555555555552,26.6,30.573846153846155,29.318666666666665,40.908181818181816,44.95333333333334,34.94157894736842,29.15083333333333,28.033076923076923,24.532941176470587,7.966666666666666,14.965277777777777,13.960833333333332,17.858666666666668,24.79782608695652,22.96884615384615,29.644230769230777,24.724137931034484,14.028,18.723571428571432,24.4904,21.954848484848483,15.127407407407407,14.330270270270267,13.88344827586207,15.635428571428571,17.33695652173913,11.613225806451617,24.47851851851852,14.52714285714286,12.442058823529417,23.55705882352941,13.5125,21.1075,14.508387096774197,11.770434782608694,14.335161290322578,13.941666666666665,20.31241379310345,20.46914285714286,20.643636363636364,17.505757575757578,13.465185185185184,12.36857142857143,8.928999999999998,14.437,19.405,19.39363636363636,11.305757575757577,21.507619047619045,12.592592592592592,22.09074074074074,12.4856,15.414444444444444,20.663684210526316,11.77344827586207,22.12260869565217,21.48318181818182,8.29578947368421,19.24741935483871,29.10230769230769,12.9996,17.688064516129035,8.23,23.61545454545455,27.909444444444443,24.85571428571428,18.05555555555556,29.56375,17.9025,13.636363636363637,13.096086956521743,14.603333333333332,10.747333333333332,20.72541666666667,12.756538461538462,23.49266666666667,21.02352941176471,27.453333333333333,40.17533333333333,28.0,31.025384615384613,4.791875,29.824736842105267,20.000714285714288,19.206190476190475,34.27125,16.905714285714286,19.11133333333333,37.64705882352941,14.523809523809524,15.370555555555557,32.604375000000005,53.4725,26.944166666666664,25.555,50.75818181818182,24.44333333333333,30.222,10.0
NC_003075.7:16380335..16380341,NC_003075.7:16380333..16380341,SQK-NBD114-96_barcode01,homo,plus,minus,no,5.805238095238095,9.315416666666666,20.3375,26.536363636363635,21.0572,18.67,22.366969696969694,15.363823529411764,22.788928571428567,20.20875,46.9332,47.52185185185186,40.379090909090905,40.263333333333335,58.64388888888888,57.38111111111112,54.28526315789474,44.00190476190477,45.59894736842105,29.42851851851852,66.06947368421054,54.22851851851852,38.8,45.58166666666667,29.797500000000003,35.720400000000005,30.9,52.919,54.708000000000006,45.598333333333336,53.68739130434783,36.69866666666666,37.449,48.45285714285715,53.80555555555557,42.46181818181819,50.208333333333336,51.46238095238096,56.33619047619046,40.8444,36.01833333333334,37.57217391304348,54.88866666666666,42.4112,41.455,39.07,46.34241379310344,53.32636363636363,45.20695652173914,68.60882352941178,49.72764705882353,32.098125,45.63818181818182,25.869565217391305,53.13764705882353,35.536,42.47391304347826,50.774285714285725,55.56153846153846,49.50473684210527,43.48818181818182,44.48428571428571,40.397083333333335,47.2405,46.25,41.471428571428575,44.27733333333333,42.66956521739131,40.13190476190477,30.515769230769237,30.471000000000004,48.366400000000006,45.3556,53.66700000000001,49.068823529411766,36.17466666666667,40.23192307692308,46.53588235294117,32.51173913043478,43.934090909090905,36.44761904761905,35.1565,39.87153846153846,44.42,35.11296296296297,30.71428571428571,72.24695652173914,35.151428571428575,59.8952,45.81095238095239,54.13580645161291,44.340833333333336,61.095333333333336,61.97809523809524,40.47592592592592,68.73652173913044,61.9996,60.53535714285714,60.9512,62.252307692307696
NC_003076.8:2404495..2404502,NC_003076.8:2404494..2404502,SQK-NBD114-96_barcode01,homo,minus,,,36.67214285714285,65.32176470588234,47.48607142857143,43.5424,33.33090909090909,39.19535714285716,26.829473684210527,31.528181818181817,19.68529411764706,12.952666666666666,22.87481481481481,14.591500000000002,20.17142857142857,21.65714285714285,23.20111111111111,52.03666666666667,10.100909090909092,20.22566666666667,17.115,19.38,14.8792,22.738571428571426,33.327222222222225,22.2125,14.538888888888888,6.666666666666667,13.256551724137934,14.882962962962962,14.837142857142856,17.325499999999998,16.759444444444444,14.4425,17.608333333333334,11.132727272727273,23.83333333333333,20.300434782608697,10.9656,16.546,19.448421052631577,25.1052,7.265789473684211,18.722,20.71444444444444,10.778387096774193,18.908214285714287,13.268214285714285,24.305000000000003,21.86,20.610714285714288,24.903200000000005,39.678461538461534,14.849393939393936,18.7384,19.805714285714288,28.242500000000003,27.36480000000001,23.66541666666667,17.790000000000003,18.302424242424244,17.643076923076922,5.978666666666667,17.495925925925924,28.036315789473687,31.7041935483871,22.561818181818182,16.645555555555553,26.698333333333327,21.1624,21.5,20.76238095238095,47.08958333333333,30.97233333333333,16.511999999999997,25.678947368421053,24.23620689655172,29.3804,48.17583333333332,55.06384615384616,45.36578947368421,41.8447619047619,55.64949999999999,41.95142857142857,54.08708333333334,45.47931034482759,57.21615384615384,23.624444444444435,24.2,19.23,18.21,25.45391304347826,25.86235294117647,20.500625,30.625,27.406,15.429999999999998,15.061785714285715,17.833333333333336,17.2,19.352666666666668,11.86578947368421
NC_003076.8:6412551..6412557,NC_003076.8:6412549..6412557,SQK-NBD114-96_barcode01,homo,minus,minus,yes,30.4615,36.02368421052631,46.76551724137931,41.87157894736843,37.89352941176471,43.85565217391304,37.60461538461538,31.879999999999995,25.038571428571423,32.72541666666667,44.93866666666666,47.22633333333333,42.62629629629629,41.69793103448276,25.505333333333336,53.88592592592593,29.7376,37.64833333333333,34.104193548387094,34.73350000000001,54.363,29.72741935483871,18.527586206896554,33.86035714285715,33.372903225806446,40.11296296296296,57.819130434782615,42.57346153846153,34.481904761904765,35.097419354838706,42.92162162162161,28.822333333333333,13.1252,11.35875,23.698125,17.065416666666668,11.143030303030306,8.772666666666668,11.8234375,7.5116129032258065,9.018,8.5415,13.917878787878788,9.912758620689656,12.605,13.686129032258064,8.875416666666666,5.8775,21.41304347826087,13.362631578947369,22.726428571428567,11.893214285714285,30.984210526315792,12.083000000000002,6.172777777777778,12.847500000000002,9.91318181818182,12.352105263157895,19.915454545454544,15.821578947368424,12.3372,10.667272727272724,10.5895,12.611199999999998,5.87,12.391818181818184,15.793333333333337,8.368928571428572,11.601818181818182,14.0332,21.963,27.85100000000001,14.919629629629627,23.43642857142857,28.08206896551724,11.898421052631578,10.85161290322581,14.7796,25.102413793103445,22.79652173913044,22.763103448275867,16.604761904761908,10.227948717948715,45.95736842105264,31.46176470588236,17.44521739130435,24.73615384615385,35.514210526315786,37.51290322580645,24.805,30.32857142857143,48.57749999999999,47.6378947368421,39.73852941176471,34.724444444444444,36.46272727272727,39.45807692307692,48.4256,59.25,13.355714285714283
NC_003076.8:15372467..15372472,NC_003076.8:15372466..15372472,SQK-NBD114-96_barcode01,hetero,minus,plus,no,7.952592592592594,11.088400000000002,11.907241379310346,9.37,4.681428571428571,9.627142857142855,12.4936,15.374333333333334,13.167391304347824,15.577777777777776,13.202068965517242,5.342941176470588,4.509062500000001,9.979565217391302,13.115,0.5103571428571428,5.3812,13.747142857142856,12.577391304347822,1.778,7.422413793103448,4.974642857142858,14.247586206896552,20.502962962962965,21.75,19.72208333333333,9.570454545454544,13.48058823529412,9.022173913043478,17.185312500000002,6.441034482758622,4.017857142857143,9.378571428571428,4.7221875,1.4655172413793105,1.5403125,0.8333333333333334,2.869333333333333,1.7045454545454546,3.3335,6.006818181818182,1.6666666666666667,1.6666666666666667,4.003703703703704,0.0,5.353103448275863,0.5748275862068966,6.917499999999999,2.631578947368421,5.538518518518519,4.602068965517241,8.551666666666668,4.677142857142857,3.622222222222222,1.5876190476190477,0.9526666666666668,0.505,3.636363636363636,0.925897435897436,0.7378125,0.8064516129032258,1.4882142857142855,2.61,3.209565217391304,0.6411538461538462,4.220909090909091,2.2168965517241377,1.2903225806451613,0.0,2.921,6.3758333333333335,1.975555555555556,1.1907142857142858,2.9166666666666665,2.8396296296296297,1.436896551724138,1.7560714285714287,8.048,6.347692307692308,2.0444,2.0241666666666664,6.651666666666666,3.875833333333333,6.3138461538461526,6.558636363636364,2.5535,5.6748,3.571363636363636,6.0415625,6.397241379310344,2.4038461538461537,6.422962962962963,9.094347826086956,9.321379310344827,13.055,13.4776,7.795,10.3925,5.600357142857143,4.487692307692308
NC_003076.8:17264719..17264724,NC_003076.8:17264718..17264724,SQK-NBD114-96_barcode01,hetero,minus,minus,yes,13.332,15.625,13.636363636363637,23.88888888888889,40.15090909090909,44.72166666666666,12.036666666666669,13.194166666666666,5.555,5.0,15.685882352941174,24.998,38.097142857142856,34.721666666666664,16.665,11.11,44.446666666666665,16.666666666666668,10.0,8.332857142857142,26.19,11.111666666666666,27.77666666666666,33.33,41.66454545454545,28.029090909090904,12.036666666666669,50.0,29.167500000000004,31.06090909090909,37.77666666666666,25.694166666666664,27.38142857142857,11.458333333333334,3.684210526315789,3.046470588235294,1.1904761904761905,0.0,3.3072222222222223,4.656470588235294,0.9261111111111112,0.0,1.1904761904761905,1.5586363636363636,0.0,2.083333333333333,0.0,0.6495454545454545,0.0,1.3157894736842106,2.380952380952381,1.0,0.0,7.6923076923076925,0.0,1.1363636363636365,5.769230769230769,12.5,12.5,1.875,1.6666666666666667,14.642857142857142,4.0,3.0,3.125,6.315789473684211,5.185185185185185,3.2739285714285717,14.035263157894738,10.888666666666666,7.826086956521739,2.698571428571429,11.666666666666666,2.7777777777777777,2.7777777777777777,4.285714285714286,1.818181818181818,2.272727272727273,6.124999999999999,5.8335,8.823529411764707,13.4375,9.697272727272727,28.184375,30.23857142857143,27.554666666666662,22.5,10.715714285714286,12.456315789473685,13.645625,19.874117647058824,6.77125,10.118947368421052,20.11916666666667,18.050625,10.335909090909093,10.0,10.27777777777778,13.29416666666667,8.88888888888889
NC_003076.8:18809938..18809943,NC_003076.8:18809935..18809943,SQK-NBD114-96_barcode01,hetero,plus,minus,no,42.855,51.666250000000005,43.238,28.180909090909086,61.81,34.05,51.714,44.44333333333333,25.343125000000004,31.744999999999997,45.02,61.188333333333325,10.32,30.002,35.0,31.25,45.0,32.223333333333336,40.23714285714285,5.556666666666668,28.666,45.83375,15.0,5.0,16.67,55.20875,12.5,21.90571428571429,51.25,40.0,16.25,0.0,13.89,21.19,3.03,4.375,5.526315789473684,2.5,0.0,0.0,9.090909090909092,4.486923076923077,2.9411764705882355,11.25,4.545454545454546,2.1739130434782608,1.6666666666666667,5.277777777777778,7.741935483870968,6.153846153846154,11.363636363636363,1.8,0.0,11.48148148148148,6.428571428571429,5.0,3.703888888888889,9.318181818181818,7.988620689655173,3.421052631578948,3.103448275862069,13.409090909090908,13.235294117647058,9.166666666666666,20.83333333333333,9.666666666666666,14.23076923076923,18.571428571428573,12.5,3.1818181818181817,8.958333333333334,7.9411764705882355,14.523571428571428,6.25,11.180416666666666,11.1332,4.298421052631579,10.648333333333332,6.842105263157895,21.08695652173913,8.787727272727272,13.62764705882353,3.333333333333333,23.125,5.5,11.07551724137931,23.41238095238095,10.317619047619049,3.755,6.3495833333333325,7.772941176470588,13.363125,14.52391304347826,23.395185185185184,23.75,15.520625,16.818181818181817,23.26421052631579,16.214333333333332,14.25516129032258
NC_003076.8:22771918..22771924,NC_003076.8:22771917..22771924,SQK-NBD114-96_barcode01,homo,minus,minus,yes,33.331666666666656,35.972500000000004,47.129444444444445,47.53866666666666,48.58846153846154,52.95055555555555,56.79333333333333,58.541875,53.23529411764706,40.77933333333333,22.221666666666664,34.50039999999999,34.83736842105263,47.699333333333335,48.57090909090909,33.39944444444444,31.5,41.25,38.75823529411765,59.345,41.48133333333333,30.76923076923077,56.25,17.280526315789473,25.82,22.28307692307692,23.344166666666663,28.862222222222226,37.2025,24.429,20.116153846153846,17.200769230769232,33.73,26.18666666666667,22.35857142857143,38.54166666666666,30.794,30.025882352941174,27.1384,12.967916666666667,13.129285714285714,20.560625,29.49416666666667,18.18947368421053,24.689166666666665,23.257727272727276,24.5,13.491428571428573,21.53846153846154,16.25,29.166666666666668,31.322000000000003,30.9325,9.258888888888889,15.069166666666666,21.13692307692308,12.713846153846156,11.11111111111111,28.56090909090909,27.59363636363636,26.0525,21.322916666666668,15.272142857142857,6.25,17.677272727272726,29.20928571428572,25.20833333333333,5.659230769230769,25.00066666666667,48.333333333333336,22.533571428571427,17.006428571428568,31.64,16.453684210526315,12.0,0.0,13.571428571428571,3.8886666666666665,19.8335,50.0,5.384615384615385,31.0,15.714285714285714,18.48454545454545,0.0,18.611666666666668,16.944166666666664,7.5,46.66692307692308,7.804444444444446,17.036666666666665,40.0,32.32125,24.791875,26.857777777777773,22.351875000000003,12.2025,12.637692307692308,35.91538461538461,7.398095238095239
NC_003076.8:24673227..24673231,NC_003076.8:24673226..24673236,SQK-NBD114-96_barcode01,hetero,minus,minus,yes,44.58375,62.444,48.21666666666666,69.40416666666665,60.9625,43.335,42.7075,43.0,45.541818181818186,18.055,32.542,32.1875,31.636875,29.52333333333333,66.4425,32.85875,33.06888888888889,53.85181818181818,46.71888888888888,36.871428571428574,50.56,28.88888888888889,64.68222222222222,21.54833333333333,43.86578947368421,41.726,32.36833333333334,36.286,40.151818181818186,36.16125,43.055,28.009444444444444,14.68333333333333,53.19133333333333,32.857692307692304,38.91818181818182,78.33333333333333,60.82181818181818,15.397083333333336,17.037037037037038,7.03375,15.974545454545456,8.973125,12.246521739130436,16.811739130434784,17.548823529411763,18.73,12.262,23.174444444444443,11.039090909090907,5.0,16.956521739130434,14.473684210526317,20.893,20.964736842105264,14.5332,10.74074074074074,5.757727272727273,12.045,15.187142857142858,14.5712,36.03190476190476,30.90909090909091,28.367857142857144,21.863529411764706,14.690333333333331,24.545454545454547,12.546153846153848,9.111,18.809310344827587,9.25,18.596206896551724,17.363333333333333,28.24727272727273,20.7145,22.448125,9.682333333333332,8.958333333333334,16.19047619047619,27.884615384615383,19.752692307692307,11.897575757575758,11.703461538461536,15.070740740740742,16.5775,12.994615384615384,21.04925925925925,18.5355,19.73684210526316,27.93636363636364,25.0,15.476190476190476,27.604375,35.70633333333333,37.95454545454545,31.63228571428572,27.39444444444445,9.0,22.802,24.848888888888887
