TEI,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100
NC_003071.7:18808727..18808731,4.761428571428572,0.0,0.0,0.0,17.776666666666667,80.0,0.0,0.0,0.0,60.0,60.0,0.0,40.0,87.5,66.67,50.0,0.0,75.0,30.0,0.0,0.0,0.0,66.67,20.0,0.0,0.0,0.0,60.0,0.0,0.0,40.0,75.55666666666667,0.0,100.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,31.666666666666668,0.0,25.0,60.0,0.0,66.66499999999999,0.0,100.0,75.0,50.0,55.55333333333332,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,100.0,80.0,16.67,0.0,0.0,33.33,0.0,75.0,25.0,20.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,0.0,33.335,50.0,66.67,83.33,16.665,0.0,0.0,0.0,0.0,66.67,0.0,0.0,33.33,0.0,0.0,0.0,0.0
NC_003074.8:28147..28153,45.156,0.0,0.0,0.0,42.86,57.14,69.036,55.56,59.73333333333333,58.332499999999996,40.480000000000004,48.21333333333333,44.44333333333333,62.5,18.18,20.0,0.0,37.5,56.665,37.97666666666667,70.0,0.0,28.57,0.0,50.0,50.0,0.0,14.2875,0.0,15.74,28.055,25.0,41.11,53.788333333333334,47.5,40.0,9.09,10.0,20.55666666666667,16.665,0.0,12.180000000000001,32.407999999999994,8.333333333333334,0.0,0.0,25.97,20.453333333333333,45.0,23.08,35.0,45.952,0.0,0.0,18.7125,45.0,40.596666666666664,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,67.0,40.0,42.5,73.334,79.37500000000001,67.0825,61.668000000000006,58.333333333333336,67.22166666666666,74.0,68.89,50.0,63.88833333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003074.8:10541312..10541322,0.0,0.0,33.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,0.0,16.67,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.763333333333333,0.0,0.0,0.0,27.0825,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,25.0,4.1675,16.67,0.0,70.0,20.0,0.0,0.0,33.33,0.0,0.0,50.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003074.8:11695989..11695995,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,58.335,40.0,29.332,0.0,50.0,73.33500000000001,11.25,38.055,20.0,70.0,0.0,68.33333333333333,0.0,83.33500000000001,54.44333333333333,53.332499999999996,63.75,72.5,0.0,16.665,77.5,78.33500000000001,47.91499999999999,0.0,17.776666666666667
NC_003074.8:19557287..19557291,31.6675,5.0,5.555,0.0,88.69,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,70.0,48.05499999999999,50.0,50.79333333333333,56.665,10.0,50.0,45.55666666666667,0.0,32.54,0.0,53.41,25.0,54.55,33.33,50.18666666666667,57.144999999999996,61.90333333333333,10.0,25.0,70.83500000000001,0.0,12.5,22.62,21.43,0.0,0.0,0.0,0.0,7.5,25.0,0.0,23.81,0.0,14.286666666666667,0.0,17.56,21.74666666666667,26.786666666666665,26.25,0.0,15.773333333333333,5.714,60.0,11.11,0.0,37.5,44.44,0.0,2.8579999999999997,14.286666666666667,17.7075,8.335,0.0,37.5,6.348571428571428,0.0,23.875,0.0,0.0,40.394999999999996,0.0,0.0,0.0,0.0,0.0,0.0,28.57,19.046666666666667,27.776666666666667,0.0,33.33,30.0,53.56999999999999,25.713333333333335,0.0,52.085,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0
NC_003075.7:176387..176391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,57.935,33.33,0.0,33.33,25.903999999999996,55.56,0.0,0.0,32.593333333333334,0.0,0.0,0.0,46.665,0.0,0.0,40.95333333333333,0.0,0.0,32.06333333333333,0.0,81.66499999999999,0.0,0.0,0.0,66.67,0.0,0.0,17.776666666666667,0.0,0.0,50.0,57.14,25.0,50.0,18.75,42.379999999999995,38.095,57.14,0.0,20.0,0.0,45.835,0.0,0.0,0.0,0.0,22.62,37.5,7.145,0.0,0.0,0.0,66.67,50.0,0.0,0.0,29.165,0.0,77.77666666666666,57.36666666666667,45.45,54.165,44.44,0.0,50.0,36.666666666666664,0.0,16.665,0.0,0.0,16.67,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003075.7:301834..301839,0.0,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,28.57,85.71,0.0,37.5,25.0,0.0,0.0,75.0,20.0,0.0,75.0,0.0,0.0,50.0,16.67,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.67,0.0,0.0,0.0,25.0,0.0,100.0,0.0,33.33,0.0,66.67,0.0,55.55666666666667,70.0,41.07,0.0,0.0,75.0,67.5,0.0,20.0,0.0,60.95333333333334,25.0,0.0,7.145,50.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,85.71,0.0,0.0,100.0,0.0,0.0,0.0,25.0,0.0,0.0,16.67,60.0,100.0,0.0,20.0,60.0,90.0,0.0,50.92666666666667,0.0,85.71,91.66499999999999,0.0,0.0,0.0,50.0,0.0,28.57,16.67,45.0,0.0
NC_003075.7:3507956..3507966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.665,0.0,61.11333333333334,0.0,0.0,0.0,40.0,30.0,7.222222222222222,39.666,27.223333333333333,42.677499999999995,14.285,27.32125,39.04666666666667,38.167,20.0,10.34375,0.0,27.684545454545457,19.535,24.928999999999995,51.32944444444444,14.583333333333334,15.672857142857143,9.375,36.06,36.01888888888889,12.045454545454545,59.82125,19.43875,0.0,3.125,11.875,0.0,0.0,44.6425,0.0,11.008,0.0,0.0,10.0,0.0,12.5,3.9125,47.620000000000005,0.0,32.309090909090905,22.988333333333333,0.0,5.555555555555555,7.166666666666667,40.13727272727273,8.3325,20.447499999999998,65.64,0.0,16.401666666666667,48.013333333333335,15.851666666666665,21.785,51.39,36.1125,27.374285714285715,25.8925,21.533749999999998,50.75125,31.573333333333334,49.285,65.41199999999999,0.0,61.7075,15.625,0.0,38.74333333333333,63.093999999999994,0.0,9.0275,40.44625,39.04833333333333,48.35230769230769,14.285,0.0,78.4725
NC_003075.7:8010670..8010677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,8.333333333333334,0.0,25.0,25.0,37.5,0.0,33.333333333333336,0.0,0.0,29.165,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,25.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,37.5,0.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,75.0,0.0,50.0,0.0,40.0,0.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003075.7:8453380..8453384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,100.0,0.0,0.0,66.67,0.0,0.0,66.67,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.665,100.0,0.0,33.33,0.0,33.33,0.0,66.66666666666667,0.0,66.67,0.0,0.0,45.835,33.33,0.0,33.33,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,70.0,0.0,0.0,85.715,0.0,0.0,0.0,50.0,0.0,0.0,0.0,66.67,44.44333333333333,0.0,0.0,100.0,72.22333333333334,61.90333333333333,0.0,69.84333333333333,73.01333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003075.7:10188602..10188606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,20.633333333333333,0.0,9.8225,0.0,32.144999999999996,50.0,18.18,33.33,16.67,0.0,40.0,100.0,20.0,16.67,22.5,28.57,25.0,41.11333333333334,0.0,33.33,80.0,35.0,0.0,33.33,14.29,20.0,0.0,0.0,51.965,0.0,0.0,16.67,25.9025,0.0,0.0,90.0,60.0,22.5,25.0,33.33,20.0,22.62,30.654999999999998,66.67,42.86,0.0,30.55333333333333,23.81,40.480000000000004,33.33,54.44666666666668,40.0,41.665,11.43,40.0,0.0,50.0,7.145,0.0,20.0,20.0,0.0,25.0,75.0,0.0,33.33,21.43,0.0,25.0,0.0,37.5,0.0,50.0,10.0,29.165,0.0,50.0,0.0,0.0,75.0,33.33,0.0,0.0,62.5,12.5,0.0,33.33,16.67,0.0,0.0
NC_003075.7:16380335..16380341,47.223333333333336,0.0,0.0,0.0,0.0,15.48,6.25,0.0,25.833333333333332,57.56666666666667,80.0,40.0,65.0,100.0,0.0,52.5,0.0,100.0,70.0,100.0,25.0,83.33500000000001,80.0,95.23666666666666,66.67,16.67,100.0,80.0,58.335,37.5,80.0,0.0,25.0,66.66666666666667,0.0,0.0,100.0,0.0,75.0,80.0,83.33500000000001,41.666666666666664,51.39000000000001,0.0,0.0,0.0,45.0,75.0,0.0,25.0,48.214999999999996,76.19,66.66666666666667,25.0,53.57,100.0,75.0,0.0,100.0,67.8575,52.085,65.55666666666667,0.0,57.14,50.0,50.0,0.0,77.78,33.33,0.0,0.0,0.0,0.0,77.5,68.0,70.0,15.0,0.0,73.33333333333333,0.0,83.0,0.0,76.6675,66.67,41.666666666666664,43.75,80.0,83.33333333333333,66.67,87.96333333333334,0.0,87.5,0.0,72.22,0.0,100.0,70.83500000000001,0.0,45.715,93.75
NC_003076.8:259607..259611,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.335,25.0,16.67,25.0,33.33,0.0,40.0,35.0,10.0,0.0,25.0,33.33,100.0,33.33,16.665,27.78,33.33,66.67,10.0,20.0,0.0,22.22,30.0,0.0,18.18,16.07166666666667,0.0,0.0,33.33,100.0,0.0,27.27,33.335,11.11,75.0,20.835,0.0,0.0,36.5375,25.0,46.155,30.5125,23.6275,25.0,16.665,3.845,0.0,0.0,16.67,0.0,27.776666666666667,50.0,0.0,28.203333333333333,16.665,33.57,0.0,25.0,27.38,50.0,16.666666666666668,0.0,40.0,39.81333333333333,0.0,58.333333333333336,0.0,36.36,22.22,0.0,23.974444444444444,5.555454545454546,5.0,0.0,0.0,0.0,0.0,0.0,6.8175,0.0,0.0
NC_003076.8:2404495..2404502,20.0,0.0,0.0,0.0,20.0,0.0,0.0,33.33,0.0,0.0,0.0,66.67,0.0,0.0,24.44333333333333,22.22,23.75,0.0,12.5,57.14,0.0,23.61,0.0,30.0,0.0,0.0,0.0,0.0,20.0,23.146666666666665,26.39,19.5825,25.0,0.0,0.0,37.5,62.5,33.335,46.665,0.0,16.665,16.665,45.835,0.0,44.050000000000004,48.333333333333336,34.285,52.5,0.0,33.33,36.11,16.67,75.0,0.0,0.0,9.26,32.1425,100.0,0.0,0.0,0.0,0.0,0.0,0.0,31.665,25.0,37.03666666666667,56.665,0.0,33.33,70.83500000000001,27.27,47.776666666666664,0.0,50.0,72.22333333333334,0.0,0.0,11.11,0.0,49.21,57.14,0.0,25.0,44.44,14.1675,17.991666666666667,0.0,0.0,22.5,52.593333333333334,0.0,4.763333333333333,2.0414285714285714,0.0,0.0,0.0,0.0,0.0,0.0
NC_003076.8:5956357..5956363,0.0,0.0,75.0,0.0,41.665,0.0,0.0,0.0,30.0,60.0,0.0,0.0,25.0,50.0,33.33,0.0,3.5725,0.0,4.761428571428572,0.0,0.0,33.33,33.335,66.67,33.33,100.0,0.0,0.0,31.82,40.47666666666667,62.5,77.14333333333333,0.0,87.5,39.39,58.333333333333336,37.5,0.0,51.76666666666666,33.33,26.785,33.33,0.0,0.0,66.66666666666667,42.06333333333333,38.095,100.0,83.33500000000001,75.555,78.57,28.57,0.0,80.0,27.78,55.55666666666667,29.131,27.5,19.286,18.094,0.0,16.67,0.0,16.6675,0.0,23.01666666666667,0.0,37.5,0.0,1.5625,3.125,30.0,0.0,0.0,15.078333333333333,0.0,0.0,50.0,0.0,8.736153846153845,27.78,0.0,0.0,12.036666666666667,40.47571428571428,0.0,25.8925,14.285714285714286,9.524285714285714,50.0,4.0,0.0,0.0,0.0,0.0,2.857142857142857,20.833750000000002,0.0,0.0,0.0
NC_003076.8:6412551..6412557,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,60.0,0.0,22.595,59.343333333333334,50.0,50.0,38.89,14.29,100.0,63.6375,50.0,66.66666666666667,100.0,14.585,0.0,12.5,100.0,36.365,0.0,0.0,0.0,0.0,0.0,4.545,13.313749999999999,0.0,0.0,0.0,0.0,0.0,2.2725,15.078333333333333,0.0,5.416666666666667,45.0,11.11,0.0,27.38,64.285,37.14333333333334,58.333333333333336,25.0,53.25,0.0,64.285,56.25,0.0,40.18,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.25,11.11,0.0,43.383333333333326,4.166666666666667,0.0,0.0,33.75,0.0,0.0,0.0,8.0,0.0,0.0,12.5,0.0,21.387999999999998,71.43,3.3333333333333335,33.333333333333336,27.778333333333336,0.0,46.427499999999995,0.0,21.428571428571427,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003076.8:7077362..7077366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3340000000000005,5.0,0.0,0.0,16.67,0.0,0.0,0.0,12.5,0.0,9.226666666666667,0.0,14.8825,16.666666666666668,56.25,0.0,0.0,0.0,15.0,50.0,0.0,0.0,0.0,0.0,0.0,16.67,18.335,0.0,0.0,0.0,0.0,8.335,0.0,0.0,4.763333333333333,0.0,0.0,0.0,4.763333333333333,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,6.666666666666667,0.0,0.0,14.29,0.0,0.0,0.0,0.0,12.5,0.0,0.0,2.3814285714285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_003076.8:15372467..15372472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,8.3325,0.0,20.0,0.0,4.763333333333333,21.4575,0.0,27.776666666666667,14.29,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,16.665,2.5,0.0,12.5,0.0,0.0,0.0,0.0,7.937142857142858,0.0,2.3816666666666664,0.0,0.0,4.0,0.0,2.3816666666666664,10.5,3.5725,0.0,0.0,6.6659999999999995,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0414285714285714,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8579999999999997,29.165,0.0,0.0,50.0,18.89,0.0,5.5566666666666675,0.0,5.0,61.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
